Video_Basligi,Kanal_Adi,Video_Yayin_Tarihi,Video_Begeni,Video_Izlenme,Yorum,Yorum_Tarihi,Kullanici_Adi,Begeni_Sayisi,Profil_Resmi,Kanal_URL
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,İşte çıktıktan sonra unutuldum,2025-07-26T05:16:59Z,@google-n4c4j,0,https://yt3.ggpht.com/gWqMtnDsWJSQyyjF9j3z_YlbHQivFw6M9d234TvRaBQHlG2mFaNt2tEqRXtSzYGlDqP_0_t8dg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@google-n4c4j
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,"Milyonlarca kullanıcısı olan yapay zeka uygulamalarında 1 kullanıcının 25 soru sormasıyla, yaklaşık yarım litre su tüketildiğini söyleyen Prof. Dr. Ardalı, ""Yapay zekanın iklim konusunda kurtarıcı olduğu konuşuluyor. Google'ın ABD'deki veri merkezlerinde 2021 yılında soğutma için 12,7 milyar litre tatlı su tükettiği rapor edilmiş. Yapay zeka uygulamalarının su tüketiminin yanı sıra doğaya karbon salınımı da ciddi boyutlarda. Sistem kurgulanırken ve kullanılırken yaklaşık 240 ton karbondioksit ürettiği belirlenmiş. Bir yeri düzeltirken, diğer taraftan da çevresel etkileri dikkate almamız gerekiyor"" dedi.",2025-07-22T10:34:37Z,@glsm3269,0,https://yt3.ggpht.com/FC8qLPxW8leBIzbJlDE7_tWQ31t0IYlCwQVK1MsoNcZmAhTf9rF0WJbNvqjy8e53-Xb_JwwXmw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@glsm3269
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,"2021 yılında ABD’deki Google veri merkezlerinin tek başına yaklaşık 12,7 milyar litre su tükettiği tahmin ediliyor. Bu miktar 6,9 milyon BMW marka otomobil ya da 5,7 milyon Tesla marka elektrikli otomobil üretmek için ihtiyaç duyulan su miktarıyla eş değer.

ChatGPT ve benzeri büyük dil modellerinin eğitilmesini sağlayan veri merkezlerinin bu kadar fazla miktarda su tüketmesindeki temel sebep, sunucularda oluşan ısı problemi. Çok fazla miktarda elektriğe ihtiyaç duyulması ve bu elektriğin sürekli olarak ısı üretmesi, veri merkezlerindeki yüz binlerce sunucunun ısınmasına sebep oluyor. Sunucuları soğuk tutmak için kullanılan soğutma sistemleri ise su ile çalışıyor.",2025-07-22T10:34:24Z,@glsm3269,0,https://yt3.ggpht.com/FC8qLPxW8leBIzbJlDE7_tWQ31t0IYlCwQVK1MsoNcZmAhTf9rF0WJbNvqjy8e53-Xb_JwwXmw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@glsm3269
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,Hay reklamini s2m,2025-07-12T03:34:49Z,@hagi6001,1,https://yt3.ggpht.com/ytc/AIdro_lpyCnletpoxurBgHcJj7xoEn3rcfPdW9T3VlVeCU0=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@hagi6001
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,Chat gpt ye yanlışlıkla TC mi attım bişe olur mu,2025-07-11T12:58:30Z,@oryo94,0,https://yt3.ggpht.com/3BFXfKaA0n8SVaxi6qBr5XZF39u731fUOxbuvi7SE9uMLDVtIkj3xlMZ9Ts_ZqMc4L8v8-sj=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@oryo94
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,Sadece bu kanaldaki bilgilerle neler yapılmaz? Hepsini ezberleye bilseydik keşke.,2025-07-07T22:56:45Z,@Miskill433,0,https://yt3.ggpht.com/2ejAtyE74cwYSSAPa2pBVFep_I3DWWhN2gLMQuIuFcjO2m2vUHaZCZ0DLB6g40gT3REgaC8EOA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Miskill433
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,Peki transistörlerin çalışma prensibi bu cevabı olmayan soruları cevaplamaya yeterli olmuyor mu acaba,2025-07-05T18:28:10Z,@iroshe_,0,https://yt3.ggpht.com/ytc/AIdro_kjB8EuHiGoJDSZNvi482HRJPFHHg04zhOIWgoY7aJVgxc=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@iroshe_
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,Evrensel bir karmaşa ancak bukadar net ve bukadar anlaşılır muazzamlıkta  izah edilebilir..tebrik ediyorum 🎉🎉🎉,2025-07-05T18:20:29Z,@iroshe_,0,https://yt3.ggpht.com/ytc/AIdro_kjB8EuHiGoJDSZNvi482HRJPFHHg04zhOIWgoY7aJVgxc=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@iroshe_
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,❤❤❤,2025-07-05T10:21:08Z,@semsettinsumbultepe1967,0,https://yt3.ggpht.com/ytc/AIdro_kvoaOyZJy2ORZuT5pOjrcSIjq6abikufct1u_Bfz8=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@semsettinsumbultepe1967
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,harika olmus,2025-07-01T08:14:55Z,@ArıMaya-m2t,0,https://yt3.ggpht.com/S9nkL_Ma7mlSjJYLbb2EqaewgSVenAQWyv3MOzDKMd4L5z7FrbrgwFenhZBq_60fPubuPaDI-CY=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Ar%C4%B1Maya-m2t
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,30:10 nolcak o zaman tamamen sctık,2025-06-28T21:56:06Z,@Portakal-c3z,1,https://yt3.ggpht.com/ytc/AIdro_lRyZkwPw0x7IAtIsr3h8RD7OLQiMj64AT9z9wg5IdKOvALoEa8EA9SKI35G023QyLAFA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Portakal-c3z
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,hügola rezil oldu...,2025-06-28T14:36:10Z,@ezgikaratas3850,0,https://yt3.ggpht.com/ytc/AIdro_l-n_3ykWzQfnwUDZICaC-K0sLLQQeHSZWFP4cCNiQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@ezgikaratas3850
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,"Evrim Ağacı teşekkürler, yine harika bir video olmuş.Çok iyisin be arkadaş ...",2025-06-25T18:48:24Z,@umay3417,0,https://yt3.ggpht.com/j_mgxPtAC_50u8riyePaAOAZv71KsBj8VKT2poA0iFzOowpMqWxBWsbJ5VzZKP7V2gB2CVku=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@umay3417
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,vay be,2025-06-25T17:19:47Z,@nathasly,0,https://yt3.ggpht.com/mlt9aNrOxCUbvVLskjNQEG3GxZAvOY5WLCvdkpo6t8jba0X0_WUcjF4kqnSyzGv4rc7x_P0pLT4=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@nathasly
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,ben pythonda bunlari programliyordum ama anlamiyordum sizlere ne kadar tesekur etsem az cok iyi anlatiyorsunuz her anlamadigim konuyu cok iyi bir sekilde anliyorum,2025-06-17T12:09:09Z,@ademdeniz4164,1,https://yt3.ggpht.com/ytc/AIdro_mpZXV9lDwBnXGYWliVH0rcjdwSEH3F7knjrjfOzNTR7MA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@ademdeniz4164
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,"İyi güzel de tüm bu tekno-bilimsel gelişmelerin insan hayatını bireysel ve toplumsal bazda nasıl, hangi yönde etkilediği, insan ve insana dair olana nasıl müdahalelerde bulunduğu ve tüm bunların ne kadar demokratik olduğu gibi hususlar neden hiç tartışılmaz? Sonuçta bir avuç mega kapitalist şirketin tekel ve güdümünde olan bir süreçten bahsediyoruz, bunlardan ""insanlığa hizmet"" mi bekleniyor?. Tartışmaya, eleştiriye izin vermeyen, kendisini olduğu gibi kabule zorlayan  bir bilim ne kadar bilim olabilir? Bir ara da bununla ilgili bir video yapılırsa çok makbule geçecek.",2025-06-12T13:18:22Z,@ilkerozunlu1581,0,https://yt3.ggpht.com/ytc/AIdro_kc9W8ai3AHDdXeCd8cemExVjp9ztVE7YZayaa8FcIGnA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@ilkerozunlu1581
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,Matematik hocam anlatsa net anlamazdım,2025-06-09T08:43:14Z,@nurmiss07xx,5,https://yt3.ggpht.com/C7C64IVhdHBqHW4QgwjUBoutn4tej-t3rBEfJo0lz2UHFzTTSGpPBifQMc4o2P_u0rV0zFP7cTc=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@nurmiss07xx
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,Abi bana şimdi animasyon yapıyo,2025-06-06T16:07:46Z,@aliehd755,0,https://yt3.ggpht.com/tvHFxVjB5yeHxlle8hSX8oNhG5ROACAzxrhdGdqZX_FOAFUEGXxL2mDM2v7yug4YQ0ilP5hFH1s=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@aliehd755
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,Güzel bir anlatım ve bilgilendirme teşekkürler,2025-06-05T21:34:36Z,@MustafaKemal.tr1,0,https://yt3.ggpht.com/XospysIL83pUvy-LsdXlCZrf2kLI5kZsLJyLN6-99dtqAgA4D9p4PMpE3nDj6IFLpr2iReIYFg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@MustafaKemal.tr1
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,Google da  sizin yerinize arama yapıp yazılanlara göre bilgileri karşınıza çıkarıyor. yazılanlar ne kadar doğrudur orası muamme ben 3 kez  yanlış bilgisini yakaladım.,2025-06-05T03:28:33Z,@erdemusics,0,https://yt3.ggpht.com/VAAbGBuOd5Cvqh8gURmvQgGFF4wsZTyQdJXJrSW-K03kUoQ4lx37pYjgUfjRbbniZYS61yaVIg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@erdemusics
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,Brainup sitesinin linkini keşke yazsaydınız.,2025-06-04T15:15:06Z,@tariknecefli1731,0,https://yt3.ggpht.com/ytc/AIdro_keXxOOtJrEfmnDYwkXbN-OvYg6rY5QgVtMKM13ZhIfuoIX-8DbUjr90K29_hGyHQZJjQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@tariknecefli1731
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,en iyisi deepsek,2025-06-04T05:12:56Z,@compactred6613,0,https://yt3.ggpht.com/rYlFTZMevRGn2g-SfaEC4BPHZ9RYPzZJ216YYo21sNeN7xQwFZJM13Qc_egYGfXCgL5Fl_9c=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@compactred6613
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,"Merhaba,ben bunu kullanmaya yeni başladım ve oturum açmadım.Bir ara açtım bilgisayarımda fakat telefonumda oturum açmadan kullandım birkaç kez.Bugün bir şey sorduğumda cihazınızda olağandışı etkinlik tespit edildi hatası veriyor.Neden oluyor bu?",2025-06-03T19:06:06Z,@melisaklc5723,0,https://yt3.ggpht.com/ytc/AIdro_nt2hvEv4_ghxFbPetsZj_PYOgERfZrJhva6C-dzy7f0q8=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@melisaklc5723
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,Seni ve tüm videolarını seve seve izliyordum taki bazı videoları paralı yapana kadar bu cooook cirkın bir hareket zaten cahil bir ülke olarak bizi aydınlatan videolar yaptığın ıcın çok mutlu olmuştum ama olmadı be dostum olmadı,2025-06-02T10:33:45Z,@serkangundogdu2342,0,https://yt3.ggpht.com/TOegXB7cdyPlRR2tXIDZJ-9fFPxU-dbEczHr4p2oTWCk-Y5XLY1qD96GqhrqnRgnp3ru38wM=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@serkangundogdu2342
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,daha görsel üretmeyi bilmiyor nasıl bir uygulama ise 4 gündür 1 görsel üretemedi hiç üretmeden kota dedi sonra 4 gün bekledin 15 görsel vercem hakettin bunu dedi sonra yine vermedi sonra başka platformlar önerdi ben yapamıyorum bunlar yapar diye şaka gibi birşey boşa denemeyin bile azıcık istekleriniz karşıksa yapamıyor,2025-06-01T20:23:41Z,@KeiRanN06,0,https://yt3.ggpht.com/ytc/AIdro_l-4bsb3g6FCWtugNiIlAcdT7aSkQMpygZ7rlunTFAO-GLtvDFLSaQGq4RYBW2RfrH8tg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@KeiRanN06
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,Ben Chat CPT sildim. Hep özel sorular soruyor. 😮,2025-06-01T08:06:05Z,@body-and-spirit27,0,https://yt3.ggpht.com/SkBUf5bfspNBFWq5OyaJeE4nS9IVheMcs0fhd1EtyLssFEN_tLC9B4wFKJ8J597OqiMZ0cGq=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@body-and-spirit27
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,Maşallah her şey bilir 😢 2023 kulanıram,2025-05-29T01:31:41Z,@İkramAlizadegames-k8w,1,https://yt3.ggpht.com/lQs-_HEFs2wW7S-oCay5F232Tra3N-amN2tnh0k9fmCTp1ELflXUEfrQbNxvxUb5HPWn308iLQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@%C4%B0kramAlizadegames-k8w
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,"ciuv ciuv ciuv :)))) ney ney ney? ciuv ciuv ciuv. çocuksu duygularımızı yerle yeksan ettin reis, biz öyle biliyorduk onu çok güldüm yav ciuv ciuv ciuv %&/%^+:D",2025-05-28T01:08:45Z,@halukkus,0,https://yt3.ggpht.com/ytc/AIdro_lALwyyAIp5OWL2bHG6-xHF2J3eX0YqWhmyffdM-gA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@halukkus
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,❤,2025-05-26T20:01:44Z,@kanalhjk,0,https://yt3.ggpht.com/I8UmGq3V2wLw6BufZ4RbRbs_NW44EU_E6S4SJ4Ula1hUcazvB-Yg0WMPpo2kcbr-E0ThdfsICA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@kanalhjk
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,Bu evrim ağacı sayfasının sahibi bana ilk başından beri bilgisiz sadece ezberi güçlü herhangi bir insan gibi geliyor. gereksiz bence o yüzden takip etmiyorum,2025-05-25T21:48:19Z,@STREAMCE,0,https://yt3.ggpht.com/l4L5FQLRP2QENAX-1gbu_JsyXUwJ0htN2mDPQuAVUGsBpxGaw-qwZ-NNaYfejxbiub55AiwNnQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@STREAMCE
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,14 Mart benim doğum günüm,2025-05-25T21:45:15Z,@STREAMCE,0,https://yt3.ggpht.com/l4L5FQLRP2QENAX-1gbu_JsyXUwJ0htN2mDPQuAVUGsBpxGaw-qwZ-NNaYfejxbiub55AiwNnQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@STREAMCE
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,"makina sadece taklit eder, kendisi olamaz. Makina hep makinadır.",2025-05-25T21:37:27Z,@DeepRasyon,0,https://yt3.ggpht.com/ytc/AIdro_nZAu6CNvgm-JpBK4Fvb4J43W9ahyyxv8UD5UBhmyUbeRMORs1BrrOoUhSF1HHip9sZUg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@DeepRasyon
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,Teşekkürler.,2025-05-25T16:58:36Z,@dilekasan5835,0,https://yt3.ggpht.com/zQ7XrqfQsAFg4tmNc7ydYRF54A0qrjy-JI-c3_nDiK7Zk7J8LN45Fee0Cnc3-u-zqiU2OLvH=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@dilekasan5835
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,her şeyi bilen allahtır. Bunlar müslümanlığa aykırı şeylerdir. Kuranda yazmakta,2025-05-22T12:25:21Z,@hapichteam,2,https://yt3.ggpht.com/ytc/AIdro_lTuo23GHDzwXTFD2SO7gy6HKUKqjzrXZMlfI1wWqA-8cA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@hapichteam
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,"Bu videonun üstüne
Bir de Çin y.z.'sının farkını derinlemesine anlattiginiz bir video yapabilir misiniz?",2025-05-19T06:33:07Z,@hakaniyigun5004,0,https://yt3.ggpht.com/ytc/AIdro_lbRr5KiQUJ7GMeaxCNw6dHRp6sNsI-TDpR6gTHjTVe7g=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@hakaniyigun5004
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,Sevgilimm 🥰,2025-05-18T19:37:29Z,@Bici_bicili,0,https://yt3.ggpht.com/lcTXRylfZcvJ3a0wI81CHeEFq6Y808ls_9ljOZRNdKwnkgdR3bQdzNGHyzgvT0yReSFsZwyRGQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Bici_bicili
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,"20:47 Var olan ve var olabilecek olan hiçbir istatistik motoru “biz insanlar da aslında muhteşem birer istatistik motorundan İBARETiz” lafını duyduğunda “hssqtr lan ordan” demez. Çünkü diyemezler. Çünkü diyebiliyor olsalardı istatistik motorundan ibaret olmanın dışına taşmış olurlardı. Bu yüzden artık muhteşem olsun-olmasın bir istatistik motorundan ibaret olmazlardı. İstatistik motorundan ibaret olan birileri görmek istersen onları diğer insanların arasında değil de sivri sinek, toprak solucanı vb canlıların arasında aramalısın çağrı kardeş",2025-05-18T05:51:06Z,@fatih-eq3pr,0,https://yt3.ggpht.com/ytc/AIdro_kwo8aTgJBeNSAiuB3XGWZrQH8yS2aDVNe7-QP1asY=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@fatih-eq3pr
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,oyle bir konustu ki acaba bende mi yapay zekayim diye kendimden suphe ettim,2025-05-17T13:30:33Z,@skatesoulhoonৎ,0,https://yt3.ggpht.com/nbKjQAXgIAa0HUujIm3Fd1a_bDJE216sKFdx5z6fIgrMkE_0qTdB8vFAzXaj93MeegOQteK5xw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@skatesoulhoon%E0%A7%8E
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,Token= dopamin ?,2025-05-15T19:58:44Z,@Red-ex8xu,0,https://yt3.ggpht.com/ytc/AIdro_lBG4Q2j7htJbxg-phr_qVcAKlNOGbhJhWBe0SkBAuX3EdiRFA_mJUmpSD86gxTbRG5GQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Red-ex8xu
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,Merhaba. Mesleklerde teknolojiyi nasıl kullanabiliriz. Örneğin mimarlık,2025-05-15T05:36:57Z,@pervinbozkurt7463,0,https://yt3.ggpht.com/ytc/AIdro_lPzli4dJG5cLnw96ruYoBNm3_5_eD8i8XDpv7ulgomHNDYGeHCJcNCTE1xkfCyWJwrCw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@pervinbozkurt7463
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,"Honor 👍
Onur",2025-05-14T21:04:02Z,@onursahin369,0,https://yt3.ggpht.com/KcVbKLbWmHt8YKVI_jyerkctCDd3-WcK-5zcAKJxQBmaudV4plR7O4hVg-lGf7eQ3S7tASRy5HA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@onursahin369
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,Biri özet geçebilir mi?,2025-05-11T01:28:05Z,@Umut_ışık33,0,https://yt3.ggpht.com/4ThAXdXf5nvE19GI75CLnKfJr_ZNNLp4hhs3MEXpH-JCc_7LHIv_blbtL1xIqpJOgUeNaoV3uQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Umut_%C4%B1%C5%9F%C4%B1k33
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,bi gün kendinide anlatmalisin pro ağaç,2025-05-10T19:52:22Z,@yusuf_emre_kaner,0,https://yt3.ggpht.com/uCA8fHSeQGKW-Khke_Nb738C8cwSZiKB3jZjm_jU2mEqQOCTWDkleyVJYZUg4GmUkSZzvmlXPg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@yusuf_emre_kaner
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,Nolur daha sakin konuşur musunuz yoruluyo insan dinlerken,2025-05-10T13:22:12Z,@esilaess,0,https://yt3.ggpht.com/nDtm4o0lukpGhgKpkxP9a2iSaZ0I6EPdBOjWCloIi1-CFnQ5rhfsUxSHYfd4OFx_vmjFDn1Yy4Y=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@esilaess
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,honor parası yetmemiş tam sponsorluğa .d,2025-05-10T03:26:47Z,@YusufEfendi_1,0,https://yt3.ggpht.com/VKb9L80DJ6lY335h6iAGWKo4_4nSk0Kp4XVBbN3v3uthrtnUNw_xZmmhpvWPjrDgT6kh2tvvXho=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@YusufEfendi_1
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,"Bunu bir çılgınlık yapıp chatgbt'nin kendisine sordum ve saatlerce yapılış sistemini konuştuk. Aslında mükemmel bir uygulma, hem dini, siyasi, felsefi,tarihi konuları tartışırken verimli sohbet veriyor hemde normal sohbetide sarıyor ama plus'ı ücretsiz kullanma hakkı çok sınırlı 😔 birgün bir çılgınlık yapıp para yatıracam.",2025-05-08T21:43:22Z,@rabixs_,1,https://yt3.ggpht.com/xGMn_25JBFZEr2ToGxl4Av-eErVzun2ko_aCqYKZxuIcHxP-5KIYlPBFX_iAVjJEi-ZF4eUB=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@rabixs_
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,0:00 çatcipiti,2025-05-08T17:02:58Z,@bilax.1,0,https://yt3.ggpht.com/H1ycAIXuCmkjmJB2299s4AShYa6GTohsiOlrNT20RkBdq6HWxvJZSs92TqAS0JARFk7wfr6jgg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@bilax.1
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,olm adam hugolayı bılıyo ohaaaaaaa😶‍🌫😶‍🌫😶‍🌫😶‍🌫😶‍🌫😶‍🌫😶‍🌫,2025-05-08T14:37:23Z,@Tugrulcimen,0,https://yt3.ggpht.com/ytc/AIdro_l8kogKpdn3VOr-vofq9VcH3iuYgzkyofnh0GLbuNlehFg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Tugrulcimen
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,Bu uygulama ders anlatım konusunda yanlış bilgi vermesinin sebebini bilen varmı biliyorum ders çalışmada kullanmam belki olur mu dedirtebilir ama ben denemek istedim  aslında güzel gidiyordum ama yanlış bilgi verince nedenini sormak istedim varmı bilen,2025-05-06T15:43:25Z,@GülerÖzbek-b6g,0,https://yt3.ggpht.com/ytc/AIdro_mimC9VbaEtPyRCUL55_Vduus-POLQbK2d7hopubLvgA-UFiK0RjYIlhwdeLV7yKNeYJA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@G%C3%BCler%C3%96zbek-b6g
ChatGPT Her Şeyi Nasıl Bilebiliyor?,Evrim Ağacı,2024-07-28T06:01:51Z,28638,1162200,"Peki çağrı bey sizde bu öğrenen yapay nöronlar gibi sizin ekibe kendi düşünme şeklinizi  öğretip, 

mesela haftaya hadi bakalım uzay ve paralel evren hakkında haftaya video yapacağız benim için düşünün diyor ve sonuçlardan memnun oluyor musunuz?",2025-05-03T15:48:52Z,@Kelib24,0,https://yt3.ggpht.com/eC7Yso1A-h1XnV816ei-SEKEzI7080vaEwESPBuEzHh_oXPVkO2HAcgguVpfYI0uUxtBBLFhyg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Kelib24
